alert_id,alert_timestamp,source_system,alert_type,severity,assigned_analyst,asset_id,status,time_to_triage_minutes,false_positive
ALT-110992,2026-04-27 15:44:00,Firewall,Port Scan Detected,Medium,Analyst_08,AST-00302,Closed,539.5,False
ALT-108699,2026-04-27 15:45:00,Firewall,Unusual Outbound Data Volume,Low,Analyst_05,AST-00416,Closed,1307.6,True
ALT-109284,2026-04-27 15:47:00,SIEM,Anomalous Login Pattern,Low,Analyst_09,AST-00247,Closed,742.8,True
ALT-107538,2026-04-27 15:50:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_12,AST-00751,Closed,674.9,False
ALT-107298,2026-04-27 15:51:00,IDS/IPS,Exploit Attempt Signature Match,Medium,Analyst_05,AST-00239,Closed,484.8,False
ALT-103895,2026-04-27 16:12:00,EDR,Suspicious Process Execution,Medium,Analyst_09,AST-00240,Closed,468.7,False
ALT-105679,2026-04-27 16:12:00,Firewall,Port Scan Detected,Low,Analyst_14,AST-00163,Closed,962.2,True
ALT-105449,2026-04-27 16:24:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_06,AST-00170,Closed,100.1,True
ALT-101856,2026-04-27 16:27:00,SIEM,Anomalous Login Pattern,Low,Analyst_01,AST-00579,Closed,932.8,True
ALT-110556,2026-04-27 16:28:00,Firewall,Blocked Known-Bad IP,Low,Analyst_12,AST-00628,Closed,1207.5,False
ALT-110747,2026-04-27 16:32:00,SIEM,Anomalous Login Pattern,Medium,Analyst_09,AST-00511,Closed,421.1,False
ALT-106342,2026-04-27 16:32:00,Cloud Access Security (CASB),Impossible Travel Login,High,Analyst_04,AST-00228,Closed,86.2,False
ALT-105277,2026-04-27 16:34:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_02,AST-00123,Closed,1033.0,False
ALT-107123,2026-04-27 16:35:00,IDS/IPS,Malware Signature Match,High,Analyst_01,AST-00648,Closed,566.5,False
ALT-108216,2026-04-27 16:44:00,EDR,Credential Dumping Indicator,Critical,Analyst_07,AST-00332,Closed,19.6,False
ALT-107299,2026-04-27 16:54:00,Firewall,Port Scan Detected,Low,Analyst_09,AST-00610,Closed,686.8,False
ALT-110596,2026-04-27 17:06:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Analyst_05,AST-00023,Closed,123.8,False
ALT-109953,2026-04-27 17:07:00,EDR,Unsigned Binary Execution,Low,Analyst_06,AST-00196,Closed,347.7,False
ALT-111096,2026-04-27 17:08:00,Cloud Access Security (CASB),Unsanctioned App Access,Medium,Analyst_12,AST-00125,Closed,738.6,True
ALT-101751,2026-04-27 17:11:00,Firewall,Unusual Outbound Data Volume,High,Analyst_11,AST-00474,Closed,6.1,False
ALT-100169,2026-04-27 17:24:00,SIEM,Privilege Escalation Attempt,Low,Analyst_05,AST-00471,Closed,790.5,True
ALT-106508,2026-04-27 17:26:00,EDR,Credential Dumping Indicator,Medium,Analyst_11,AST-00347,Closed,460.6,False
ALT-104539,2026-04-27 17:28:00,SIEM,Privilege Escalation Attempt,Low,Analyst_01,AST-00588,Closed,1234.3,False
ALT-106357,2026-04-27 17:31:00,SIEM,Lateral Movement Indicator,Medium,Analyst_05,AST-00489,Closed,268.1,True
ALT-109045,2026-04-27 17:38:00,EDR,Unsigned Binary Execution,Low,Analyst_05,AST-00579,Closed,5551.4,True
ALT-102436,2026-04-27 17:46:00,SIEM,Lateral Movement Indicator,Low,Analyst_14,AST-00074,Closed,1126.5,False
ALT-105327,2026-04-27 17:50:00,SIEM,Brute Force Attempt,High,Analyst_09,AST-00038,Closed,285.5,False
ALT-109763,2026-04-27 17:50:00,SIEM,Brute Force Attempt,Medium,Analyst_09,AST-00679,Closed,487.6,False
ALT-107028,2026-04-27 17:59:00,EDR,Ransomware Behavior Pattern,Low,Analyst_02,AST-00449,Closed,2055.7,True
ALT-105436,2026-04-27 18:00:00,SIEM,Brute Force Attempt,Medium,Analyst_07,AST-00641,Closed,515.4,False
ALT-102996,2026-04-27 18:03:00,EDR,Unsigned Binary Execution,Low,Analyst_12,AST-00118,Closed,1219.5,False
ALT-104872,2026-04-27 18:05:00,SIEM,Anomalous Login Pattern,Medium,Analyst_11,AST-00489,Closed,668.2,False
ALT-110365,2026-04-27 18:14:00,EDR,Suspicious Process Execution,High,Analyst_07,AST-00290,Closed,79.0,False
ALT-106226,2026-04-27 18:15:00,EDR,Unsigned Binary Execution,Low,Analyst_13,AST-00713,Closed,331.0,True
ALT-105162,2026-04-27 18:21:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Analyst_01,AST-00073,Closed,81.0,False
ALT-100175,2026-04-27 18:25:00,EDR,Ransomware Behavior Pattern,High,Analyst_08,AST-00027,Closed,110.1,False
ALT-104990,2026-04-27 18:31:00,EDR,Credential Dumping Indicator,Low,Analyst_06,AST-00362,Closed,1403.0,True
ALT-104322,2026-04-27 18:32:00,SIEM,Lateral Movement Indicator,Low,Analyst_04,AST-00032,Closed,1212.9,True
ALT-102460,2026-04-27 18:41:00,EDR,Suspicious Process Execution,Low,Analyst_06,AST-00573,Closed,1466.2,False
ALT-100769,2026-04-27 18:44:00,EDR,Unsigned Binary Execution,High,Analyst_04,AST-00217,Closed,58.9,True
ALT-100089,2026-04-27 18:47:00,Email Gateway,Phishing Attempt,Medium,Analyst_10,AST-00159,Closed,845.4,False
ALT-108187,2026-04-27 18:50:00,EDR,Suspicious Process Execution,Critical,Analyst_12,AST-00409,Closed,367.8,False
ALT-101632,2026-04-27 18:59:00,Email Gateway,Malicious Attachment,Medium,Analyst_14,AST-00031,Closed,2875.6,False
ALT-107274,2026-04-27 19:22:00,SIEM,Privilege Escalation Attempt,Critical,Analyst_02,AST-00079,Closed,54.7,False
ALT-103572,2026-04-27 19:53:00,Email Gateway,Business Email Compromise Indicator,High,Analyst_04,AST-00569,Closed,344.6,False
ALT-110649,2026-04-27 21:25:00,IDS/IPS,Protocol Anomaly,Low,Analyst_03,AST-00334,Closed,249.3,True
ALT-107557,2026-04-27 22:05:00,EDR,Credential Dumping Indicator,Medium,Analyst_02,AST-00769,Closed,314.6,False
ALT-102550,2026-04-27 22:24:00,Firewall,Port Scan Detected,Low,Analyst_02,AST-00515,Closed,565.7,True
ALT-110539,2026-04-27 22:41:00,Cloud Access Security (CASB),Unsanctioned App Access,High,Analyst_04,AST-00320,Closed,29.1,False
ALT-111108,2026-04-27 22:46:00,SIEM,Anomalous Login Pattern,Low,Analyst_12,AST-00279,Closed,1689.1,True
ALT-108017,2026-04-27 23:07:00,SIEM,Anomalous Login Pattern,Medium,Analyst_13,AST-00117,Closed,61.5,False
ALT-111593,2026-04-27 23:09:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_04,AST-00367,Closed,197.9,False
ALT-103769,2026-04-28 00:21:00,SIEM,Privilege Escalation Attempt,Critical,Analyst_03,AST-00054,Closed,19.8,False
ALT-107791,2026-04-28 00:44:00,IDS/IPS,Exploit Attempt Signature Match,Medium,Analyst_01,AST-00728,Closed,413.9,False
ALT-100729,2026-04-28 00:58:00,SIEM,Anomalous Login Pattern,Medium,Analyst_11,AST-00096,Closed,411.1,True
ALT-105381,2026-04-28 01:12:00,SIEM,Lateral Movement Indicator,Medium,Analyst_03,AST-00390,In Progress,7775.2,True
ALT-102795,2026-04-28 01:23:00,Email Gateway,Spoofed Sender Domain,High,Analyst_13,AST-00652,Closed,58.8,True
ALT-108085,2026-04-28 01:48:00,Firewall,Blocked Outbound C2 Traffic,Medium,Analyst_05,AST-00024,Closed,684.2,False
ALT-110839,2026-04-28 01:53:00,Email Gateway,Phishing Attempt,Low,Analyst_09,AST-00609,Closed,2122.6,True
ALT-109454,2026-04-28 02:36:00,IDS/IPS,Malware Signature Match,Medium,Analyst_09,AST-00608,Closed,142.5,False
ALT-104456,2026-04-28 02:58:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Analyst_05,AST-00522,Closed,922.3,False
ALT-111862,2026-04-28 03:28:00,SIEM,Lateral Movement Indicator,Low,Analyst_14,AST-00182,Closed,3650.2,False
ALT-101202,2026-04-28 04:03:00,EDR,Credential Dumping Indicator,Low,Analyst_03,AST-00269,Closed,1204.3,False
ALT-102572,2026-04-28 04:56:00,IDS/IPS,Exploit Attempt Signature Match,Medium,Analyst_11,AST-00706,Closed,340.1,False
ALT-110245,2026-04-28 05:41:00,IDS/IPS,Exploit Attempt Signature Match,Critical,Analyst_08,AST-00788,Closed,10.0,False
ALT-108694,2026-04-28 06:13:00,Email Gateway,Malicious Attachment,Medium,Analyst_05,AST-00383,Closed,275.8,False
ALT-108111,2026-04-28 06:46:00,Email Gateway,Business Email Compromise Indicator,High,Analyst_05,AST-00070,Closed,534.5,True
ALT-107786,2026-04-28 06:52:00,SIEM,Anomalous Login Pattern,Medium,Analyst_05,AST-00722,Closed,849.4,False
ALT-105669,2026-04-28 07:03:00,SIEM,Privilege Escalation Attempt,Low,Analyst_03,AST-00416,Closed,441.1,True
ALT-108753,2026-04-28 07:10:00,Email Gateway,Phishing Attempt,Low,Analyst_04,AST-00690,Closed,2236.4,False
ALT-101427,2026-04-28 07:11:00,SIEM,Anomalous Login Pattern,Medium,Analyst_14,AST-00495,Closed,385.1,True
ALT-103060,2026-04-28 07:42:00,SIEM,Anomalous Login Pattern,High,Analyst_04,AST-00551,Closed,22.5,False
ALT-105550,2026-04-28 07:43:00,IDS/IPS,Exploit Attempt Signature Match,Medium,Analyst_07,AST-00679,Closed,191.0,False
ALT-100808,2026-04-28 07:53:00,SIEM,Lateral Movement Indicator,High,Analyst_01,AST-00230,Closed,40.5,False
ALT-108600,2026-04-28 08:06:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_05,AST-00667,Closed,665.6,False
ALT-103712,2026-04-28 08:10:00,Email Gateway,Spoofed Sender Domain,High,Analyst_03,AST-00800,Closed,74.8,False
ALT-105780,2026-04-28 08:12:00,Firewall,Blocked Outbound C2 Traffic,Critical,Analyst_12,AST-00115,Closed,14.9,False
ALT-109334,2026-04-28 08:14:00,Cloud Access Security (CASB),Unsanctioned App Access,Low,Analyst_08,AST-00756,Closed,828.3,False
ALT-109323,2026-04-28 08:20:00,SIEM,Brute Force Attempt,Medium,Analyst_03,AST-00722,Closed,740.7,False
ALT-111795,2026-04-28 08:31:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Low,Analyst_10,AST-00291,Closed,1361.8,False
ALT-108355,2026-04-28 08:32:00,EDR,Unsigned Binary Execution,Low,Analyst_14,AST-00429,Closed,532.2,False
ALT-100639,2026-04-28 08:49:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_12,AST-00336,Closed,541.1,True
ALT-107766,2026-04-28 09:11:00,SIEM,Anomalous Login Pattern,Low,Analyst_03,AST-00048,Closed,486.8,False
ALT-108734,2026-04-28 09:11:00,EDR,Suspicious Process Execution,Low,Analyst_11,AST-00800,Closed,2128.0,False
ALT-106425,2026-04-28 09:17:00,SIEM,Privilege Escalation Attempt,Low,Analyst_13,AST-00156,Closed,3373.3,False
ALT-109082,2026-04-28 09:30:00,SIEM,Privilege Escalation Attempt,High,Analyst_09,AST-00023,Closed,87.9,True
ALT-101531,2026-04-28 09:37:00,SIEM,Brute Force Attempt,Medium,Analyst_09,AST-00289,Closed,97.0,False
ALT-101130,2026-04-28 09:37:00,SIEM,Lateral Movement Indicator,Low,Analyst_12,AST-00022,Closed,2455.5,False
ALT-106396,2026-04-28 09:37:00,Email Gateway,Malicious Attachment,Medium,Analyst_09,AST-00212,Closed,1210.1,True
ALT-101060,2026-04-28 09:42:00,Cloud Access Security (CASB),Unsanctioned App Access,High,Analyst_01,AST-00052,Closed,248.0,True
ALT-103927,2026-04-28 09:51:00,SIEM,Privilege Escalation Attempt,Critical,Analyst_03,AST-00402,Closed,10.2,False
ALT-100445,2026-04-28 10:11:00,Email Gateway,Malicious Attachment,Low,Analyst_14,AST-00157,In Progress,1919.2,False
ALT-111219,2026-04-28 10:12:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_06,AST-00056,Closed,610.1,False
ALT-100274,2026-04-28 10:18:00,SIEM,Anomalous Login Pattern,Low,Analyst_13,AST-00429,Closed,2317.3,False
ALT-110322,2026-04-28 10:28:00,Firewall,Blocked Known-Bad IP,High,Analyst_05,AST-00584,Closed,281.3,False
ALT-104347,2026-04-28 10:37:00,SIEM,Brute Force Attempt,Low,Analyst_07,AST-00273,Closed,858.8,False
ALT-106602,2026-04-28 10:38:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_02,AST-00738,Closed,1352.7,False
ALT-110282,2026-04-28 10:51:00,SIEM,Privilege Escalation Attempt,Low,Analyst_06,AST-00774,Closed,24.1,True
ALT-107777,2026-04-28 10:52:00,EDR,Unsigned Binary Execution,Low,Analyst_08,AST-00334,Closed,1031.3,False
ALT-102753,2026-04-28 10:53:00,SIEM,Anomalous Login Pattern,Low,Analyst_05,AST-00299,Closed,3171.5,True
ALT-111893,2026-04-28 10:57:00,EDR,Unsigned Binary Execution,Medium,Analyst_07,AST-00028,Closed,256.5,False
ALT-108759,2026-04-28 11:10:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_13,AST-00304,Closed,100.9,False
ALT-104240,2026-04-28 11:26:00,SIEM,Lateral Movement Indicator,Medium,Analyst_06,AST-00531,Closed,1308.3,False
ALT-109560,2026-04-28 11:28:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_08,AST-00421,Closed,489.6,True
ALT-106890,2026-04-28 11:32:00,SIEM,Brute Force Attempt,Medium,Analyst_07,AST-00443,Closed,1085.9,False
ALT-109297,2026-04-28 11:32:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_07,AST-00368,Closed,131.8,False
ALT-101183,2026-04-28 11:32:00,EDR,Suspicious Process Execution,Medium,Analyst_13,AST-00037,Closed,692.8,False
ALT-102096,2026-04-28 11:33:00,Firewall,Blocked Outbound C2 Traffic,High,Analyst_04,AST-00752,Closed,98.2,False
ALT-108460,2026-04-28 11:42:00,Cloud Access Security (CASB),Unsanctioned App Access,High,Analyst_03,AST-00313,Closed,147.2,False
ALT-105549,2026-04-28 11:43:00,SIEM,Anomalous Login Pattern,Medium,Analyst_02,AST-00280,Closed,233.7,False
ALT-104057,2026-04-28 11:50:00,EDR,Unsigned Binary Execution,Medium,Analyst_05,AST-00431,Closed,382.9,True
ALT-111965,2026-04-28 11:58:00,EDR,Ransomware Behavior Pattern,High,Analyst_10,AST-00105,Closed,1169.4,False
ALT-111844,2026-04-28 11:59:00,SIEM,Brute Force Attempt,Low,Analyst_01,AST-00417,Closed,1333.6,False
ALT-107816,2026-04-28 12:12:00,Firewall,Blocked Outbound C2 Traffic,Critical,Analyst_07,AST-00768,Closed,3.2,False
ALT-102421,2026-04-28 12:15:00,SIEM,Lateral Movement Indicator,High,Analyst_05,AST-00226,Closed,96.2,False
ALT-103595,2026-04-28 12:17:00,SIEM,Privilege Escalation Attempt,Low,Analyst_05,AST-00448,Closed,563.3,True
ALT-107026,2026-04-28 12:39:00,SIEM,Anomalous Login Pattern,Low,Analyst_02,AST-00061,Closed,1716.1,False
ALT-101399,2026-04-28 13:19:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_12,AST-00530,Closed,365.4,False
ALT-109681,2026-04-28 13:20:00,Email Gateway,Malicious Attachment,Low,Analyst_01,AST-00170,Closed,1967.9,False
ALT-108171,2026-04-28 13:34:00,Email Gateway,Spoofed Sender Domain,High,Analyst_11,AST-00080,Closed,114.5,False
ALT-107436,2026-04-28 13:41:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Analyst_09,AST-00576,Closed,176.7,False
ALT-108495,2026-04-28 13:41:00,EDR,Credential Dumping Indicator,Low,Analyst_09,AST-00716,Closed,851.1,False
ALT-103773,2026-04-28 13:46:00,EDR,Unsigned Binary Execution,Medium,Analyst_06,AST-00085,Closed,718.6,False
ALT-111186,2026-04-28 13:58:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_10,AST-00297,Closed,448.7,True
ALT-106453,2026-04-28 14:27:00,Email Gateway,Spoofed Sender Domain,High,Analyst_03,AST-00200,Closed,175.2,False
ALT-102666,2026-04-28 14:31:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_02,AST-00388,Closed,623.2,True
ALT-109658,2026-04-28 14:31:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_12,AST-00482,Closed,107.2,True
ALT-101726,2026-04-28 14:36:00,IDS/IPS,Exploit Attempt Signature Match,Medium,Analyst_08,AST-00786,Closed,756.9,True
ALT-104827,2026-04-28 14:37:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_09,AST-00241,Closed,1172.0,True
ALT-101956,2026-04-28 14:52:00,IDS/IPS,Malware Signature Match,High,Analyst_13,AST-00433,Closed,81.6,False
ALT-105060,2026-04-28 14:57:00,SIEM,Lateral Movement Indicator,High,Analyst_13,AST-00110,Closed,272.2,False
ALT-106510,2026-04-28 15:01:00,Email Gateway,Malicious Attachment,Medium,Analyst_07,AST-00122,In Progress,394.9,True
ALT-102709,2026-04-28 15:01:00,SIEM,Lateral Movement Indicator,Medium,Analyst_09,AST-00505,Closed,110.5,False
ALT-110087,2026-04-28 15:10:00,SIEM,Brute Force Attempt,Medium,Analyst_14,AST-00442,Closed,748.9,False
ALT-109888,2026-04-28 15:20:00,Firewall,Blocked Known-Bad IP,Critical,Analyst_12,AST-00349,Open,9.5,False
ALT-103115,2026-04-28 15:22:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_06,AST-00052,Closed,489.2,False
ALT-102297,2026-04-28 15:36:00,Cloud Access Security (CASB),Impossible Travel Login,Low,Analyst_04,AST-00344,Closed,297.0,True
ALT-102511,2026-04-28 15:37:00,Firewall,Blocked Outbound C2 Traffic,Medium,Analyst_03,AST-00155,Closed,393.8,True
ALT-109444,2026-04-28 15:55:00,Firewall,Blocked Outbound C2 Traffic,Medium,Analyst_07,AST-00027,Closed,267.7,False
ALT-103911,2026-04-28 16:26:00,Cloud Access Security (CASB),Unsanctioned App Access,Low,Analyst_06,AST-00775,Closed,914.1,True
ALT-107070,2026-04-28 16:28:00,SIEM,Lateral Movement Indicator,Medium,Analyst_10,AST-00083,Closed,1070.2,False
ALT-100339,2026-04-28 16:43:00,SIEM,Privilege Escalation Attempt,High,Analyst_06,AST-00266,Closed,158.7,False
ALT-105665,2026-04-28 16:43:00,EDR,Suspicious Process Execution,Critical,Analyst_12,AST-00667,Closed,87.3,False
ALT-103124,2026-04-28 16:43:00,Firewall,Blocked Known-Bad IP,High,Analyst_09,AST-00599,Closed,379.9,False
ALT-107906,2026-04-28 16:53:00,Firewall,Blocked Known-Bad IP,Low,Analyst_12,AST-00678,Closed,926.6,False
ALT-110628,2026-04-28 17:00:00,Firewall,Port Scan Detected,Low,Analyst_01,AST-00738,Closed,812.5,False
ALT-111132,2026-04-28 17:06:00,EDR,Suspicious Process Execution,Medium,Analyst_12,AST-00388,Closed,221.0,False
ALT-110687,2026-04-28 17:07:00,Email Gateway,Spoofed Sender Domain,High,Analyst_07,AST-00417,Closed,81.3,False
ALT-102023,2026-04-28 17:11:00,SIEM,Lateral Movement Indicator,Low,Analyst_10,AST-00580,Closed,45.6,True
ALT-104102,2026-04-28 17:15:00,EDR,Ransomware Behavior Pattern,Low,Analyst_01,AST-00293,Closed,2403.1,True
ALT-105205,2026-04-28 17:17:00,SIEM,Brute Force Attempt,Low,Analyst_14,AST-00436,Closed,2760.7,True
ALT-106907,2026-04-28 17:24:00,EDR,Unsigned Binary Execution,Low,Analyst_07,AST-00108,Closed,3803.8,False
ALT-102546,2026-04-28 17:25:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_03,AST-00640,Closed,271.2,False
ALT-105049,2026-04-28 17:29:00,Firewall,Port Scan Detected,High,Analyst_05,AST-00595,Closed,42.7,False
ALT-108831,2026-04-28 17:32:00,EDR,Suspicious Process Execution,Low,Analyst_01,AST-00028,Closed,6393.6,False
ALT-104238,2026-04-28 17:36:00,EDR,Suspicious Process Execution,Low,Analyst_10,AST-00169,Closed,419.0,True
ALT-103829,2026-04-28 17:43:00,Firewall,Port Scan Detected,Medium,Analyst_02,AST-00612,Closed,104.8,False
ALT-103185,2026-04-28 17:52:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Analyst_01,AST-00029,Closed,372.7,False
ALT-107934,2026-04-28 17:53:00,Firewall,Unusual Outbound Data Volume,Low,Analyst_13,AST-00197,Closed,1059.0,True
ALT-102618,2026-04-28 18:14:00,EDR,Unsigned Binary Execution,Medium,Analyst_14,AST-00397,Closed,1511.1,False
ALT-103946,2026-04-28 18:20:00,Firewall,Port Scan Detected,High,Analyst_07,AST-00557,Closed,1179.6,False
ALT-111902,2026-04-28 18:25:00,SIEM,Lateral Movement Indicator,Medium,Analyst_12,AST-00452,Closed,267.0,False
ALT-102108,2026-04-28 18:29:00,SIEM,Privilege Escalation Attempt,Critical,Analyst_10,AST-00668,Closed,10.7,False
ALT-110419,2026-04-28 18:40:00,Cloud Access Security (CASB),Unsanctioned App Access,Low,Analyst_13,AST-00453,Closed,1125.7,True
ALT-107485,2026-04-28 18:43:00,SIEM,Anomalous Login Pattern,Medium,Analyst_13,AST-00135,Closed,1379.1,False
ALT-102528,2026-04-28 18:46:00,SIEM,Brute Force Attempt,High,Analyst_02,AST-00537,Closed,326.1,False
ALT-102734,2026-04-28 18:51:00,IDS/IPS,Protocol Anomaly,Low,Analyst_11,AST-00161,In Progress,1888.5,False
ALT-106947,2026-04-28 18:52:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_12,AST-00526,Closed,106.0,False
ALT-109720,2026-04-28 18:53:00,Cloud Access Security (CASB),Unsanctioned App Access,Medium,Analyst_01,AST-00386,Closed,555.1,False
ALT-102348,2026-04-28 18:58:00,SIEM,Lateral Movement Indicator,High,Analyst_09,AST-00610,Closed,303.2,False
ALT-106697,2026-04-28 19:07:00,SIEM,Lateral Movement Indicator,Low,Analyst_03,AST-00350,Closed,1559.5,False
ALT-105323,2026-04-28 19:19:00,SIEM,Privilege Escalation Attempt,Low,Analyst_14,AST-00561,Closed,3630.8,True
ALT-110464,2026-04-28 19:29:00,Firewall,Blocked Known-Bad IP,Medium,Analyst_01,AST-00671,Closed,67.1,False
ALT-111289,2026-04-28 19:33:00,EDR,Ransomware Behavior Pattern,High,Analyst_10,AST-00065,Closed,164.9,False
ALT-103753,2026-04-28 19:42:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_06,AST-00734,Closed,265.8,False
ALT-104828,2026-04-28 19:52:00,SIEM,Anomalous Login Pattern,Medium,Analyst_02,AST-00301,Closed,353.3,False
ALT-102750,2026-04-28 20:14:00,SIEM,Brute Force Attempt,Medium,Analyst_13,AST-00272,Closed,628.8,False
ALT-100925,2026-04-28 20:53:00,SIEM,Lateral Movement Indicator,Medium,Analyst_13,AST-00722,Closed,607.3,True
ALT-103230,2026-04-28 21:04:00,EDR,Suspicious Process Execution,Medium,Analyst_03,AST-00579,Closed,586.7,False
ALT-108746,2026-04-28 21:26:00,SIEM,Lateral Movement Indicator,Low,Analyst_03,AST-00516,Closed,870.4,True
ALT-101046,2026-04-28 21:30:00,SIEM,Privilege Escalation Attempt,High,Analyst_03,AST-00178,Closed,100.4,False
ALT-102349,2026-04-28 21:31:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_09,AST-00459,Closed,760.2,False
ALT-106904,2026-04-28 21:46:00,Firewall,Blocked Outbound C2 Traffic,Medium,Analyst_08,AST-00571,Closed,59.1,False
ALT-109428,2026-04-28 22:01:00,SIEM,Privilege Escalation Attempt,Critical,Analyst_14,AST-00116,Closed,21.7,False
ALT-110098,2026-04-28 22:09:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_13,AST-00333,Closed,1572.9,False
ALT-103728,2026-04-28 22:11:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_08,AST-00137,Closed,798.4,False
ALT-109022,2026-04-28 22:32:00,Cloud Access Security (CASB),Unsanctioned App Access,High,Analyst_14,AST-00517,Closed,87.8,False
ALT-107982,2026-04-28 23:19:00,EDR,Suspicious Process Execution,Low,Analyst_01,AST-00413,Closed,757.4,False
