assigned_analyst,asset_id,alert_id,alert_timestamp,source_system,alert_type,severity,status,time_to_triage_minutes,false_positive,asset_criticality,business_unit,region,analyst_shift,alert_date,alert_hour,is_business_hours,sla_target_minutes,sla_breached_calc
Analyst_08,AST-00046,ALT-111843,2026-05-13 12:13:00,IDS/IPS,Exploit Attempt Signature Match,Low,Closed,3501.1,True,Tier 2 - High,Fund Services,APAC,Evening,2026-05-13,12,True,1440,True
Analyst_07,AST-00293,ALT-100129,2026-05-13 12:29:00,SIEM,Anomalous Login Pattern,Low,Closed,663.2,False,Tier 3 - Standard,Global Markets,EMEA,Evening,2026-05-13,12,True,1440,False
Analyst_06,AST-00451,ALT-107605,2026-05-13 12:34:00,SIEM,Privilege Escalation Attempt,High,Closed,48.9,False,Tier 3 - Standard,Asset Servicing,APAC,Night,2026-05-13,12,True,120,False
Analyst_04,AST-00268,ALT-101426,2026-05-13 12:47:00,EDR,Suspicious Process Execution,Medium,Closed,344.9,False,Tier 2 - High,Technology,NA,Evening,2026-05-13,12,True,480,False
Analyst_02,AST-00269,ALT-106457,2026-05-13 13:01:00,Cloud Access Security (CASB),Unsanctioned App Access,High,Closed,631.0,True,Tier 2 - High,Corporate Functions,EMEA,Day,2026-05-13,13,True,120,True
Analyst_01,AST-00239,ALT-102138,2026-05-13 13:07:00,SIEM,Privilege Escalation Attempt,High,Closed,142.1,False,Tier 3 - Standard,Retail Banking,APAC,Evening,2026-05-13,13,True,120,True
Analyst_13,AST-00525,ALT-100760,2026-05-13 13:14:00,EDR,Ransomware Behavior Pattern,High,Closed,266.9,False,Tier 2 - High,Technology,EMEA,Evening,2026-05-13,13,True,120,True
Analyst_11,AST-00291,ALT-109702,2026-05-13 13:14:00,IDS/IPS,Malware Signature Match,High,Closed,105.3,False,Tier 3 - Standard,Global Markets,APAC,Day,2026-05-13,13,True,120,False
Analyst_09,AST-00359,ALT-104139,2026-05-13 13:28:00,EDR,Credential Dumping Indicator,Low,Closed,2740.9,False,Tier 3 - Standard,Fund Services,EMEA,Day,2026-05-13,13,True,1440,True
Analyst_02,AST-00648,ALT-106967,2026-05-13 13:31:00,SIEM,Privilege Escalation Attempt,High,Closed,35.3,False,Tier 3 - Standard,Global Markets,APAC,Day,2026-05-13,13,True,120,False
Analyst_08,AST-00399,ALT-109190,2026-05-13 13:32:00,Firewall,Port Scan Detected,High,Closed,151.1,False,Tier 1 - Critical,Corporate Functions,EMEA,Evening,2026-05-13,13,True,120,True
Analyst_05,AST-00157,ALT-101738,2026-05-13 13:32:00,SIEM,Privilege Escalation Attempt,Medium,Closed,197.1,False,Tier 2 - High,Fund Services,NA,Day,2026-05-13,13,True,480,False
Analyst_13,AST-00323,ALT-104848,2026-05-13 13:33:00,EDR,Credential Dumping Indicator,Low,Closed,3992.8,False,Tier 1 - Critical,Technology,EMEA,Evening,2026-05-13,13,True,1440,True
Analyst_09,AST-00691,ALT-107025,2026-05-13 13:42:00,EDR,Credential Dumping Indicator,Low,Closed,362.3,True,Tier 2 - High,Technology,EMEA,Day,2026-05-13,13,True,1440,False
Analyst_04,AST-00437,ALT-109036,2026-05-13 13:46:00,Email Gateway,Business Email Compromise Indicator,Medium,Closed,582.7,False,Tier 1 - Critical,Corporate Functions,NA,Evening,2026-05-13,13,True,480,True
Analyst_09,AST-00374,ALT-100346,2026-05-13 13:46:00,IDS/IPS,Malware Signature Match,Medium,Closed,329.6,False,Tier 3 - Standard,Retail Banking,EMEA,Day,2026-05-13,13,True,480,False
Analyst_01,AST-00699,ALT-109204,2026-05-13 14:04:00,Email Gateway,Spoofed Sender Domain,High,Closed,124.5,False,Tier 3 - Standard,Global Markets,APAC,Evening,2026-05-13,14,True,120,True
Analyst_11,AST-00355,ALT-110362,2026-05-13 14:18:00,SIEM,Brute Force Attempt,Low,Closed,1383.4,True,Tier 2 - High,Retail Banking,EMEA,Day,2026-05-13,14,True,1440,False
Analyst_06,AST-00074,ALT-110433,2026-05-13 14:20:00,SIEM,Brute Force Attempt,Medium,Closed,306.7,False,Tier 3 - Standard,Asset Servicing,NA,Night,2026-05-13,14,True,480,False
Analyst_14,AST-00250,ALT-109158,2026-05-13 14:21:00,SIEM,Lateral Movement Indicator,Medium,Closed,437.8,False,Tier 2 - High,Technology,NA,Night,2026-05-13,14,True,480,False
Analyst_03,AST-00146,ALT-100261,2026-05-13 14:33:00,SIEM,Privilege Escalation Attempt,Medium,Closed,317.0,False,Tier 3 - Standard,Global Markets,NA,Night,2026-05-13,14,True,480,False
Analyst_06,AST-00562,ALT-102470,2026-05-13 14:43:00,IDS/IPS,Protocol Anomaly,Critical,Closed,49.5,False,Tier 3 - Standard,Corporate Functions,EMEA,Night,2026-05-13,14,True,30,True
Analyst_09,AST-00385,ALT-110270,2026-05-13 14:47:00,EDR,Credential Dumping Indicator,High,Closed,177.4,False,Tier 3 - Standard,Retail Banking,APAC,Day,2026-05-13,14,True,120,True
Analyst_09,AST-00722,ALT-110828,2026-05-13 14:56:00,SIEM,Anomalous Login Pattern,Medium,Closed,460.5,False,Tier 3 - Standard,Corporate Functions,NA,Day,2026-05-13,14,True,480,False
Analyst_12,AST-00631,ALT-102276,2026-05-13 14:59:00,Email Gateway,Business Email Compromise Indicator,High,Closed,199.4,False,Tier 3 - Standard,Retail Banking,NA,Night,2026-05-13,14,True,120,True
Analyst_05,AST-00408,ALT-101396,2026-05-13 15:05:00,Firewall,Port Scan Detected,High,Closed,596.1,False,Tier 1 - Critical,Technology,EMEA,Day,2026-05-13,15,True,120,True
Analyst_02,AST-00048,ALT-107458,2026-05-13 15:06:00,SIEM,Anomalous Login Pattern,Medium,Closed,179.7,False,Tier 3 - Standard,Technology,NA,Day,2026-05-13,15,True,480,False
Analyst_08,AST-00019,ALT-100638,2026-05-13 15:10:00,Firewall,Blocked Outbound C2 Traffic,Low,Closed,465.3,True,Tier 2 - High,Global Markets,NA,Evening,2026-05-13,15,True,1440,False
Analyst_01,AST-00433,ALT-105663,2026-05-13 15:21:00,SIEM,Brute Force Attempt,Low,Closed,1501.0,True,Tier 3 - Standard,Technology,NA,Evening,2026-05-13,15,True,1440,True
Analyst_07,AST-00225,ALT-106549,2026-05-13 15:24:00,EDR,Suspicious Process Execution,High,Closed,174.2,False,Tier 1 - Critical,Global Markets,APAC,Evening,2026-05-13,15,True,120,True
Analyst_06,AST-00693,ALT-105941,2026-05-13 15:33:00,EDR,Suspicious Process Execution,Low,Closed,1084.3,True,Tier 3 - Standard,Retail Banking,NA,Night,2026-05-13,15,True,1440,False
Analyst_05,AST-00260,ALT-104316,2026-05-13 15:49:00,SIEM,Lateral Movement Indicator,High,Closed,91.4,False,Tier 3 - Standard,Global Markets,EMEA,Day,2026-05-13,15,True,120,False
Analyst_02,AST-00519,ALT-104745,2026-05-13 15:52:00,Email Gateway,Phishing Attempt,High,Closed,197.7,False,Tier 3 - Standard,Asset Servicing,EMEA,Day,2026-05-13,15,True,120,True
Analyst_01,AST-00781,ALT-104414,2026-05-13 15:57:00,SIEM,Brute Force Attempt,Medium,Closed,1415.2,False,Tier 1 - Critical,Global Markets,EMEA,Evening,2026-05-13,15,True,480,True
Analyst_12,AST-00791,ALT-103242,2026-05-13 16:01:00,Email Gateway,Business Email Compromise Indicator,Low,Closed,1441.0,False,Tier 2 - High,Asset Servicing,NA,Night,2026-05-13,16,True,1440,True
Analyst_02,AST-00144,ALT-104179,2026-05-13 16:12:00,Email Gateway,Malicious Attachment,Low,Closed,1652.4,True,Tier 3 - Standard,Global Markets,EMEA,Day,2026-05-13,16,True,1440,True
Analyst_03,AST-00271,ALT-100717,2026-05-13 16:12:00,SIEM,Lateral Movement Indicator,Medium,Closed,562.7,True,Tier 3 - Standard,Fund Services,EMEA,Night,2026-05-13,16,True,480,True
Analyst_12,AST-00105,ALT-107085,2026-05-13 16:14:00,IDS/IPS,Protocol Anomaly,Medium,Closed,555.4,False,Tier 3 - Standard,Fund Services,EMEA,Night,2026-05-13,16,True,480,True
Analyst_14,AST-00405,ALT-106291,2026-05-13 16:14:00,Email Gateway,Phishing Attempt,Medium,Closed,8.5,True,Tier 2 - High,Retail Banking,APAC,Night,2026-05-13,16,True,480,False
Analyst_04,AST-00236,ALT-106097,2026-05-13 16:28:00,IDS/IPS,Malware Signature Match,Medium,Closed,994.1,True,Tier 3 - Standard,Global Markets,NA,Evening,2026-05-13,16,True,480,True
Analyst_08,AST-00113,ALT-103980,2026-05-13 16:28:00,Firewall,Port Scan Detected,Low,Closed,1120.3,False,Tier 2 - High,Global Markets,NA,Evening,2026-05-13,16,True,1440,False
Analyst_08,AST-00196,ALT-102374,2026-05-13 16:34:00,SIEM,Brute Force Attempt,High,Closed,159.4,False,Tier 3 - Standard,Technology,EMEA,Evening,2026-05-13,16,True,120,True
Analyst_06,AST-00169,ALT-100418,2026-05-13 16:41:00,SIEM,Brute Force Attempt,Low,Closed,2690.8,True,Tier 3 - Standard,Technology,EMEA,Night,2026-05-13,16,True,1440,True
Analyst_10,AST-00077,ALT-105269,2026-05-13 16:44:00,Firewall,Blocked Outbound C2 Traffic,Low,Closed,3925.1,True,Tier 2 - High,Technology,EMEA,Evening,2026-05-13,16,True,1440,True
Analyst_14,AST-00668,ALT-103111,2026-05-13 16:44:00,Email Gateway,Phishing Attempt,Medium,Closed,334.5,False,Tier 2 - High,Fund Services,EMEA,Night,2026-05-13,16,True,480,False
Analyst_03,AST-00263,ALT-103277,2026-05-13 16:56:00,SIEM,Lateral Movement Indicator,Medium,Closed,594.2,False,Tier 2 - High,Asset Servicing,NA,Night,2026-05-13,16,True,480,True
Analyst_01,AST-00567,ALT-111520,2026-05-13 17:08:00,SIEM,Anomalous Login Pattern,Medium,Closed,226.6,False,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-05-13,17,True,480,False
Analyst_01,AST-00214,ALT-105315,2026-05-13 17:19:00,Firewall,Port Scan Detected,High,Open,251.5,False,Tier 3 - Standard,Retail Banking,NA,Evening,2026-05-13,17,True,120,True
Analyst_07,AST-00741,ALT-106302,2026-05-13 17:21:00,SIEM,Privilege Escalation Attempt,Medium,Closed,519.8,False,Tier 3 - Standard,Retail Banking,APAC,Evening,2026-05-13,17,True,480,True
Analyst_02,AST-00023,ALT-108104,2026-05-13 17:21:00,Firewall,Port Scan Detected,Low,Closed,953.8,False,Tier 2 - High,Asset Servicing,NA,Day,2026-05-13,17,True,1440,False
Analyst_03,AST-00414,ALT-104833,2026-05-13 17:33:00,SIEM,Brute Force Attempt,Low,Closed,225.2,False,Tier 3 - Standard,Technology,NA,Night,2026-05-13,17,True,1440,False
Analyst_05,AST-00034,ALT-101776,2026-05-13 17:34:00,EDR,Unsigned Binary Execution,Medium,Closed,366.5,False,Tier 2 - High,Corporate Functions,NA,Day,2026-05-13,17,True,480,False
Analyst_02,AST-00531,ALT-104086,2026-05-13 17:51:00,Cloud Access Security (CASB),Impossible Travel Login,Low,Closed,414.3,True,Tier 2 - High,Fund Services,EMEA,Day,2026-05-13,17,True,1440,False
Analyst_05,AST-00671,ALT-109011,2026-05-13 17:54:00,Email Gateway,Malicious Attachment,Low,Closed,150.9,True,Tier 3 - Standard,Asset Servicing,NA,Day,2026-05-13,17,True,1440,False
Analyst_01,AST-00652,ALT-103803,2026-05-13 17:54:00,EDR,Credential Dumping Indicator,Low,Closed,333.6,False,Tier 3 - Standard,Fund Services,APAC,Evening,2026-05-13,17,True,1440,False
Analyst_07,AST-00201,ALT-111650,2026-05-13 18:03:00,SIEM,Anomalous Login Pattern,High,Closed,226.3,False,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-05-13,18,True,120,True
Analyst_06,AST-00411,ALT-104888,2026-05-13 18:06:00,SIEM,Brute Force Attempt,Low,Closed,792.0,False,Tier 3 - Standard,Technology,NA,Night,2026-05-13,18,True,1440,False
Analyst_13,AST-00772,ALT-106288,2026-05-13 18:12:00,Email Gateway,Malicious Attachment,Medium,Closed,616.7,False,Tier 3 - Standard,Fund Services,APAC,Evening,2026-05-13,18,True,480,True
Analyst_09,AST-00619,ALT-101454,2026-05-13 18:12:00,SIEM,Privilege Escalation Attempt,Medium,Closed,809.9,False,Tier 1 - Critical,Corporate Functions,EMEA,Day,2026-05-13,18,True,480,True
Analyst_12,AST-00655,ALT-103602,2026-05-13 18:14:00,EDR,Suspicious Process Execution,Medium,Closed,189.5,False,Tier 2 - High,Asset Servicing,EMEA,Night,2026-05-13,18,True,480,False
Analyst_10,AST-00463,ALT-107416,2026-05-13 18:19:00,IDS/IPS,Malware Signature Match,Low,Closed,376.5,True,Tier 3 - Standard,Technology,EMEA,Evening,2026-05-13,18,True,1440,False
Analyst_14,AST-00389,ALT-104813,2026-05-13 18:21:00,SIEM,Brute Force Attempt,Medium,Closed,1139.5,False,Tier 3 - Standard,Global Markets,EMEA,Night,2026-05-13,18,True,480,True
Analyst_04,AST-00063,ALT-102909,2026-05-13 18:32:00,SIEM,Anomalous Login Pattern,High,Closed,66.5,False,Tier 2 - High,Fund Services,NA,Evening,2026-05-13,18,True,120,False
Analyst_12,AST-00453,ALT-103051,2026-05-13 18:32:00,EDR,Ransomware Behavior Pattern,Medium,Closed,938.3,False,Tier 3 - Standard,Fund Services,APAC,Night,2026-05-13,18,True,480,True
Analyst_14,AST-00091,ALT-100559,2026-05-13 18:35:00,EDR,Credential Dumping Indicator,Low,In Progress,284.8,False,Tier 3 - Standard,Global Markets,APAC,Night,2026-05-13,18,True,1440,False
Analyst_08,AST-00477,ALT-100670,2026-05-13 18:40:00,Email Gateway,Spoofed Sender Domain,Low,Closed,809.8,False,Tier 3 - Standard,Technology,EMEA,Evening,2026-05-13,18,True,1440,False
Analyst_02,AST-00257,ALT-110996,2026-05-13 18:46:00,SIEM,Privilege Escalation Attempt,Medium,Closed,275.3,True,Tier 1 - Critical,Corporate Functions,APAC,Day,2026-05-13,18,True,480,False
Analyst_04,AST-00183,ALT-102193,2026-05-13 18:46:00,EDR,Suspicious Process Execution,Low,Closed,776.9,True,Tier 3 - Standard,Asset Servicing,EMEA,Evening,2026-05-13,18,True,1440,False
Analyst_03,AST-00470,ALT-100010,2026-05-13 18:52:00,SIEM,Privilege Escalation Attempt,Low,Closed,376.6,False,Tier 2 - High,Technology,NA,Night,2026-05-13,18,True,1440,False
Analyst_02,AST-00542,ALT-107891,2026-05-13 18:56:00,EDR,Unsigned Binary Execution,Medium,Closed,963.8,True,Tier 2 - High,Technology,EMEA,Day,2026-05-13,18,True,480,True
Analyst_10,AST-00371,ALT-110090,2026-05-13 18:56:00,Email Gateway,Phishing Attempt,Low,Closed,1144.9,False,Tier 3 - Standard,Asset Servicing,EMEA,Evening,2026-05-13,18,True,1440,False
Analyst_12,AST-00198,ALT-106764,2026-05-13 19:38:00,EDR,Credential Dumping Indicator,Low,Closed,2183.4,False,Tier 3 - Standard,Technology,APAC,Night,2026-05-13,19,False,1440,True
Analyst_13,AST-00068,ALT-101320,2026-05-13 20:04:00,SIEM,Anomalous Login Pattern,Low,Closed,3180.3,False,Tier 3 - Standard,Fund Services,NA,Evening,2026-05-13,20,False,1440,True
Analyst_04,AST-00283,ALT-100540,2026-05-13 20:21:00,SIEM,Anomalous Login Pattern,Medium,Closed,366.8,False,Tier 3 - Standard,Retail Banking,APAC,Evening,2026-05-13,20,False,480,False
Analyst_10,AST-00783,ALT-103469,2026-05-13 20:40:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Closed,452.0,False,Tier 1 - Critical,Corporate Functions,NA,Evening,2026-05-13,20,False,480,False
Analyst_08,AST-00223,ALT-111364,2026-05-13 21:24:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Closed,239.0,False,Tier 3 - Standard,Retail Banking,NA,Evening,2026-05-13,21,False,480,False
Analyst_10,AST-00010,ALT-108376,2026-05-13 21:28:00,EDR,Credential Dumping Indicator,High,Closed,374.9,False,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-05-13,21,False,120,True
Analyst_07,AST-00417,ALT-111992,2026-05-13 21:56:00,Email Gateway,Malicious Attachment,Low,Closed,918.2,False,Tier 3 - Standard,Asset Servicing,EMEA,Evening,2026-05-13,21,False,1440,False
Analyst_14,AST-00094,ALT-107899,2026-05-13 22:28:00,Firewall,Blocked Known-Bad IP,Low,Closed,1758.8,False,Tier 2 - High,Fund Services,EMEA,Night,2026-05-13,22,False,1440,True
Analyst_01,AST-00590,ALT-111704,2026-05-13 22:30:00,EDR,Ransomware Behavior Pattern,Medium,Closed,191.9,False,Tier 3 - Standard,Technology,EMEA,Evening,2026-05-13,22,False,480,False
Analyst_09,AST-00410,ALT-105937,2026-05-13 23:11:00,SIEM,Privilege Escalation Attempt,High,Closed,130.8,False,Tier 1 - Critical,Retail Banking,NA,Day,2026-05-13,23,False,120,True
Analyst_06,AST-00578,ALT-103168,2026-05-13 23:47:00,SIEM,Lateral Movement Indicator,Low,Closed,2030.4,False,Tier 3 - Standard,Fund Services,NA,Night,2026-05-13,23,False,1440,True
Analyst_12,AST-00709,ALT-107430,2026-05-13 23:48:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Critical,Closed,20.5,False,Tier 1 - Critical,Global Markets,EMEA,Night,2026-05-13,23,False,30,False
Analyst_09,AST-00107,ALT-101386,2026-05-13 23:52:00,SIEM,Brute Force Attempt,Medium,Closed,893.5,False,Tier 3 - Standard,Technology,EMEA,Day,2026-05-13,23,False,480,True
Analyst_01,AST-00444,ALT-103765,2026-05-13 23:53:00,EDR,Credential Dumping Indicator,High,Closed,145.9,False,Tier 3 - Standard,Corporate Functions,APAC,Evening,2026-05-13,23,False,120,True
Analyst_13,AST-00673,ALT-102611,2026-05-14 00:14:00,EDR,Suspicious Process Execution,Medium,Closed,364.4,True,Tier 3 - Standard,Asset Servicing,NA,Evening,2026-05-14,0,False,480,False
Analyst_06,AST-00302,ALT-109397,2026-05-14 00:35:00,EDR,Ransomware Behavior Pattern,Medium,Closed,275.5,False,Tier 2 - High,Technology,NA,Night,2026-05-14,0,False,480,False
Analyst_13,AST-00078,ALT-104466,2026-05-14 00:41:00,EDR,Suspicious Process Execution,Medium,Closed,388.1,False,Tier 3 - Standard,Technology,EMEA,Evening,2026-05-14,0,False,480,False
Analyst_07,AST-00761,ALT-107733,2026-05-14 00:57:00,SIEM,Privilege Escalation Attempt,Medium,Closed,678.9,True,Tier 1 - Critical,Technology,NA,Evening,2026-05-14,0,False,480,True
Analyst_14,AST-00316,ALT-108427,2026-05-14 01:03:00,Firewall,Unusual Outbound Data Volume,Low,Open,698.1,True,Tier 2 - High,Retail Banking,NA,Night,2026-05-14,1,False,1440,False
Analyst_01,AST-00255,ALT-107215,2026-05-14 01:25:00,Email Gateway,Business Email Compromise Indicator,Low,Closed,2490.5,True,Tier 2 - High,Asset Servicing,EMEA,Evening,2026-05-14,1,False,1440,True
Analyst_13,AST-00228,ALT-102291,2026-05-14 02:08:00,EDR,Credential Dumping Indicator,Low,Closed,2986.8,False,Tier 3 - Standard,Technology,NA,Evening,2026-05-14,2,False,1440,True
Analyst_09,AST-00456,ALT-107890,2026-05-14 05:10:00,SIEM,Privilege Escalation Attempt,Medium,Closed,517.1,True,Tier 3 - Standard,Fund Services,APAC,Day,2026-05-14,5,False,480,True
Analyst_11,AST-00030,ALT-104687,2026-05-14 05:59:00,Firewall,Unusual Outbound Data Volume,High,Closed,86.1,True,Tier 2 - High,Technology,NA,Day,2026-05-14,5,False,120,False
Analyst_06,AST-00057,ALT-102021,2026-05-14 06:34:00,Cloud Access Security (CASB),Impossible Travel Login,Critical,Closed,20.5,False,Tier 2 - High,Global Markets,APAC,Night,2026-05-14,6,False,30,False
Analyst_13,AST-00372,ALT-110875,2026-05-14 06:35:00,SIEM,Privilege Escalation Attempt,Medium,Closed,686.7,False,Tier 3 - Standard,Asset Servicing,APAC,Evening,2026-05-14,6,False,480,True
Analyst_05,AST-00674,ALT-108847,2026-05-14 06:39:00,IDS/IPS,Protocol Anomaly,Low,Closed,611.5,False,Tier 3 - Standard,Retail Banking,NA,Day,2026-05-14,6,False,1440,False
Analyst_09,AST-00189,ALT-100396,2026-05-14 07:16:00,EDR,Credential Dumping Indicator,Low,Closed,652.2,False,Tier 3 - Standard,Asset Servicing,APAC,Day,2026-05-14,7,False,1440,False
Analyst_08,AST-00680,ALT-101736,2026-05-14 07:36:00,SIEM,Brute Force Attempt,High,Closed,42.9,True,Tier 2 - High,Retail Banking,NA,Evening,2026-05-14,7,False,120,False
Analyst_07,AST-00133,ALT-108774,2026-05-14 07:43:00,Email Gateway,Business Email Compromise Indicator,High,Closed,303.6,False,Tier 2 - High,Global Markets,NA,Evening,2026-05-14,7,False,120,True
Analyst_02,AST-00214,ALT-105962,2026-05-14 08:00:00,IDS/IPS,Protocol Anomaly,High,Closed,88.1,False,Tier 3 - Standard,Retail Banking,NA,Day,2026-05-14,8,True,120,False
Analyst_04,AST-00765,ALT-104017,2026-05-14 08:08:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Closed,700.7,True,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-05-14,8,True,480,True
Analyst_11,AST-00247,ALT-102575,2026-05-14 08:11:00,Cloud Access Security (CASB),Unsanctioned App Access,Medium,Closed,336.2,False,Tier 2 - High,Global Markets,EMEA,Day,2026-05-14,8,True,480,False
Analyst_03,AST-00274,ALT-109574,2026-05-14 08:15:00,Firewall,Unusual Outbound Data Volume,Critical,Closed,41.2,False,Tier 3 - Standard,Corporate Functions,EMEA,Night,2026-05-14,8,True,30,True
Analyst_13,AST-00428,ALT-101292,2026-05-14 08:16:00,SIEM,Privilege Escalation Attempt,Medium,Closed,199.5,False,Tier 2 - High,Global Markets,NA,Evening,2026-05-14,8,True,480,False
Analyst_12,AST-00556,ALT-104045,2026-05-14 08:31:00,SIEM,Privilege Escalation Attempt,Medium,Closed,711.7,False,Tier 3 - Standard,Corporate Functions,APAC,Night,2026-05-14,8,True,480,True
Analyst_11,AST-00344,ALT-105035,2026-05-14 08:38:00,SIEM,Anomalous Login Pattern,Critical,Closed,85.4,False,Tier 3 - Standard,Technology,EMEA,Day,2026-05-14,8,True,30,True
Analyst_11,AST-00467,ALT-111603,2026-05-14 08:45:00,EDR,Suspicious Process Execution,Medium,Closed,778.7,False,Tier 3 - Standard,Retail Banking,EMEA,Day,2026-05-14,8,True,480,True
Analyst_02,AST-00205,ALT-100411,2026-05-14 08:47:00,EDR,Unsigned Binary Execution,Critical,Closed,17.2,False,Tier 3 - Standard,Corporate Functions,APAC,Day,2026-05-14,8,True,30,False
Analyst_01,AST-00089,ALT-109501,2026-05-14 09:01:00,EDR,Unsigned Binary Execution,Critical,Closed,32.7,False,Tier 2 - High,Corporate Functions,EMEA,Evening,2026-05-14,9,True,30,True
Analyst_02,AST-00343,ALT-111072,2026-05-14 09:13:00,SIEM,Lateral Movement Indicator,Medium,Closed,1489.0,False,Tier 3 - Standard,Fund Services,APAC,Day,2026-05-14,9,True,480,True
Analyst_12,AST-00022,ALT-104624,2026-05-14 09:29:00,EDR,Credential Dumping Indicator,Critical,Closed,23.4,False,Tier 2 - High,Technology,NA,Night,2026-05-14,9,True,30,False
Analyst_05,AST-00673,ALT-101845,2026-05-14 09:29:00,SIEM,Lateral Movement Indicator,Low,Closed,2129.7,True,Tier 3 - Standard,Asset Servicing,NA,Day,2026-05-14,9,True,1440,True
Analyst_14,AST-00548,ALT-108806,2026-05-14 09:31:00,Email Gateway,Phishing Attempt,Medium,Closed,94.7,False,Tier 2 - High,Fund Services,NA,Night,2026-05-14,9,True,480,False
Analyst_09,AST-00800,ALT-103893,2026-05-14 09:33:00,EDR,Credential Dumping Indicator,Critical,Closed,11.8,False,Tier 3 - Standard,Global Markets,NA,Day,2026-05-14,9,True,30,False
